ID,Age,Gender,Race,City,State,Latitude,Longitude,Cause_of_Death,Mental_Illness,Year
20878,35,Female,European-American/White,Kennedale,TX,32.608425,-97.2367698,Tasered,Yes,2016
20879,24,Male,African-American/Black,Evans,CO,40.3845794,-104.6904958,Gunshot,No,2016
20880,30,Male,Asian/Pacific Islander,San Diego,CA,32.704182,-117.0558711,Gunshot,No,2016
20881,35,Male,European-American/White,Aurora,CO,39.608039,-104.7325942,Gunshot,No,2016
20882,69,Male,European-American/White,Byng,OK,34.8831599,-96.6743089,Gunshot,Yes,2016
20883,38,Male,Race unspecified,Grafton,WI,43.3171325,-87.9190226,Gunshot,No,2016
20885,31,Male,African-American/Black,Chicago,IL,41.7069509,-87.6404071,Gunshot,No,2016
20886,51,Male,African-American/Black,Birmingham,AL,33.55199,-86.73861,Vehicle,No,2016
20888,22,Male,Race unspecified,Bear Creek Township,PA,41.2174374,-75.674189,Gunshot,No,2016
20889,37,Male,European-American/White,Union,NJ,40.6954213,-74.2709648,Gunshot,Drug or alcohol use,2016
20890,46,Female,European-American/White,Mascotte,FL,28.59298,-81.8899087,Vehicle,No,2016
20891,28,Male,Hispanic/Latino,Los Angeles,CA,34.0262177,-118.2019596,Gunshot,No,2016
20892,27,Female,Hispanic/Latino,Mascotte,FL,28.59298,-81.8899087,Vehicle,No,2016
20894,34,Male,European-American/White,Stockbridge,GA,33.5878398,-84.1915586,Gunshot,Yes,2016
20895,59,Male,European-American/White,Osteen,FL,28.8998336,-81.13416,Gunshot,No,2016
20896,19,Male,European-American/White,Jacksonville,FL,30.3325516,-81.6529273,Gunshot,Unknown,2016
20897,48,Male,European-American/White,Pittsburg,KS,37.4257857,-94.7161569,Vehicle,No,2016
20898,43,Male,Hispanic/Latino,Phoenix,AZ,33.4653429,-112.1402939,Gunshot,No,2016
20899,35,Male,European-American/White,Golconda,IL,37.4977546,-88.5008441,Gunshot,No,2016
20900,23,Male,African-American/Black,Riverdale,GA,33.5767104,-84.439743,Gunshot,No,2016
20901,19,Male,African-American/Black,Jackson,MI,42.2069925,-84.3996297,Vehicle,No,2016
20902,48,Male,European-American/White,Fall River,MA,41.6778519,-71.1824541,Tasered,No,2016
20903,32,Female,European-American/White,Hot Springs,AR,34.5085888,-93.0520424,Vehicle,No,2016
20904,30,Female,European-American/White,Hot Springs,AR,34.5085888,-93.0520424,Vehicle,No,2016
20905,36,Male,European-American/White,Montague,CA,41.6471941,-122.5204362,Gunshot,Unknown,2016
20906,45,Male,European-American/White,Fountain,CO,38.7288275,-104.7263774,Undetermined,Unknown,2016
20907,29,Male,Race unspecified,Minneapolis,MN,45.0038742,-93.308196,Vehicle,No,2016
20908,44,Male,European-American/White,West Sullivan,MO,38.1893503,-91.1880941,Gunshot,No,2016
20909,46,Male,European-American/White,New York,NY,40.7618119,-73.9860701,Gunshot,Unknown,2016
20910,29,Male,Race unspecified,Baltimore,MD,39.3512035,-76.4779985,Gunshot,No,2016
20911,19,Male,Hispanic/Latino,Phoenix,AZ,33.3775554,-112.16399,Gunshot,No,2016
20912,29,Female,African-American/Black,San Francisco,CA,37.7385146,-122.4039197,Gunshot,No,2016
20913,22,Male,African-American/Black,Miami,FL,25.8440512,-80.2304707,Gunshot,No,2016
20914,36,Male,European-American/White,Fisty,KY,37.3334,-83.1009,Gunshot,Drug or alcohol use,2016
20915,27,Female,European-American/White,Morgantown,WV,39.5825996,-80.0618662,Vehicle,No,2016
20916,35,Male,Hispanic/Latino,Citrus Heights,CA,38.6738546,-121.276267,Gunshot,No,2016
20917,30,Male,Hispanic/Latino,North Las Vegas,NV,36.1993184,-115.1244092,Gunshot,Unknown,2016
20918,31,Male,African-American/Black,Omaha,NE,41.2920439,-96.1725607,Gunshot,Unknown,2016
20920,40,Male,European-American/White,Phoenix,AZ,33.4875439,-112.0782226,Undetermined,Unknown,2016
20921,38,Male,European-American/White,Oregon City,OR,45.3514038,-122.614514,Gunshot,No,2016
20922,63,Male,European-American/White,Chesterfield,SC,34.8007731,-80.0311042,Gunshot,No,2016
20923,59,Male,European-American/White,Statesville,NC,35.7801659,-80.8860063,Vehicle,No,2016
20924,31,Male,Native American/Alaskan,Flagstaff,AZ,35.2337599,-111.482375,Gunshot,Yes,2016
20925,27,Male,African-American/Black,Hallandale Beach,FL,25.9829839,-80.1284995,Gunshot,No,2016
20926,22,Male,African-American/Black,Jacksonville,FL,30.3466898,-81.6491877,Gunshot,No,2016
20927,28,Male,European-American/White,Boulder,CO,40.0143592,-105.2773457,Gunshot,No,2016
20928,47,Male,European-American/White,Quincy,IL,39.9784431,-91.300825,Vehicle,No,2016
20929,35,Male,Hispanic/Latino,Oxford,MA,42.1914335,-71.9021772,Gunshot,No,2016
20930,26,Male,Native American/Alaskan,Flagstaff,AZ,35.1942012,-111.653962,Gunshot,No,2016
20931,50,Male,African-American/Black,Park Forest,IL,41.4828516,-87.6938708,Gunshot,No,2016
20932,33,Male,African-American/Black,Holland,MI,42.7905856,-86.1057555,Vehicle,No,2016
20933,57,Male,European-American/White,Peculiar,MO,38.7409593,-94.4710194,Gunshot,No,2016
20934,22,Male,European-American/White,Gresham,OR,45.5066362,-122.4690517,Gunshot,No,2016
20935,31,Male,Hispanic/Latino,Albuquerque,NM,35.0662325,-106.5088691,Gunshot,No,2016
20936,24,Male,African-American/Black,Miami Gardens,FL,25.9260819,-80.26061,Gunshot,No,2016
20937,20,Male,African-American/Black,Cincinnati,OH,39.1465611,-84.4441794,Gunshot,No,2016
20938,43,Male,European-American/White,Oklahoma City,OK,35.4664734,-97.5300845,Gunshot,Unknown,2016
20939,21,Male,African-American/Black,Washington Park,IL,38.6313531,-90.0960354,Gunshot,No,2016
20940,48,Female,European-American/White,Sneads,FL,30.7079148,-84.9414132,Gunshot,Unknown,2016
20941,43,Male,European-American/White,Lansing,IL,41.5898888,-87.5566792,Gunshot,No,2016
20942,29,Male,European-American/White,St. Paul,MN,44.9628208,-93.0119129,Gunshot,Unknown,2016
20943,19,Male,Hispanic/Latino,Solvang,CA,34.5903319,-120.1516172,Gunshot,No,2016
20944,25,Male,Hispanic/Latino,Socorro,NM,34.0584024,-106.8916663,Gunshot,No,2016
20945,44,Male,Hispanic/Latino,San Antonio,TX,29.4066455,-98.6487071,Gunshot,No,2016
20946,34,Male,Race unspecified,Phoenix,AZ,33.392169,-112.1250043,Gunshot,No,2016
20947,36,Male,African-American/Black,Forrest City,AR,34.9939298,-90.8035777,Vehicle,No,2016
20948,59,Male,European-American/White,Indianapolis,IN,39.7273056,-86.1600544,Gunshot,No,2016
20949,57,Male,European-American/White,Fort Collins,CO,40.649276,-105.074356,Gunshot,Unknown,2016
20950,23,Male,African-American/Black,Appleton,WI,44.254544,-88.36104,Gunshot,No,2016
20951,50,Male,African-American/Black,Eastaboga,AL,33.62304,-85.9792495,Gunshot,Unknown,2016
20952,64,Male,African-American/Black,Tulsa,OK,36.1490566,-95.8500355,Tasered,Drug or alcohol use,2016
20953,58,Male,European-American/White,Albuquerque,NM,35.1283218,-106.6010255,Gunshot,No,2016
20954,51,Male,European-American/White,Omaha,NE,41.294974,-95.9998931,Gunshot,No,2016
20955,41,Male,Race unspecified,San Antonio,TX,29.3769477,-98.5236764,Tasered,Unknown,2016
20956,32,Male,Race unspecified,Deland,FL,28.9729626,-81.2988215,Gunshot,No,2016
20957,53,Male,European-American/White,Clinton,NC,35.005787,-78.3121725,Gunshot,Unknown,2016
20958,38,Male,European-American/White,Stoneville,NC,36.531368,-79.893224,Gunshot,No,2016
20959,27,Male,Race unspecified,Winston-Salem,NC,36.1091809,-80.323963,Vehicle,No,2016
20960,43,Male,European-American/White,Plainfield,VT,44.28345,-72.4161226,Gunshot,Unknown,2016
20961,25,Male,Hispanic/Latino,Houston,TX,29.774347,-95.5733945,Gunshot,No,2016
20962,33,Male,African-American/Black,Tucson,AZ,32.2398059,-110.9011857,Gunshot,No,2016
20963,70,Male,European-American/White,Tualatin,OR,45.3890561,-122.7764396,Gunshot,No,2016
20964,47,Male,European-American/White,Heber City,UT,40.5076896,-111.4169366,Gunshot,No,2016
20965,36,Male,European-American/White,Bend,OR,44.0166536,-121.3190438,Gunshot,Unknown,2016
20966,18,Male,European-American/White,Phoenix,AZ,33.6836834,-112.0829206,Vehicle,No,2016
20968,21,Male,African-American/Black,Houston,TX,29.7822877,-95.5080143,Medical emergency,No,2016
20969,21,Male,African-American/Black,Newnan,GA,33.3971574,-84.7586809,Gunshot,No,2016
20970,51,Male,European-American/White,Berea,KY,37.6044196,-84.2076269,Gunshot,No,2016
20971,30,Male,European-American/White,Phoenix,AZ,33.4697208,-112.2207814,Gunshot,No,2016
20972,41,Male,European-American/White,Woodville,TX,30.7882659,-94.1805549,Tasered,Drug or alcohol use,2016
20973,18,Male,African-American/Black,Charlotte,NC,35.294563,-80.7540751,Gunshot,No,2016
20974,43,Male,African-American/Black,Norfolk,VA,36.866606,-76.279586,Gunshot,Unknown,2016
20975,33,Male,European-American/White,Palmer,AK,61.5807632,-149.2719054,Gunshot,Unknown,2016
20976,49,Male,European-American/White,Hazard,KY,37.3710872,-83.2354274,Vehicle,No,2016
20977,44,Male,Hispanic/Latino,Fremont,CA,37.5267547,-121.9555112,Gunshot,No,2016
20978,32,Male,Race unspecified,Newport News,VA,37.113781,-76.502581,Gunshot,No,2016
20979,18,Male,Race unspecified,Crane,MO,36.904947,-93.572904,Vehicle,No,2016
20981,28,Male,Native American/Alaskan,Pine Ridge,SD,43.0336917,-102.555689,Gunshot,Unknown,2016
20982,35,Male,African-American/Black,Eufaula,AL,31.8858509,-85.1491798,Gunshot,No,2016
20983,31,Male,European-American/White,Montague,CA,41.5528416,-122.4840255,Gunshot,Yes,2016
20984,31,Male,European-American/White,Muncie,IN,40.1736373,-85.4007817,Gunshot,No,2016
20985,31,Male,European-American/White,Cape Coral,FL,26.5563556,-81.9906277,Gunshot,No,2016
20986,38,Female,European-American/White,Battle Creek,MI,42.3319716,-85.1271635,Gunshot,No,2016
20987,23,Male,African-American/Black,Columbus,OH,40.0091729,-82.9771473,Gunshot,No,2016
20988,25,Male,Asian/Pacific Islander,Hilo,HI,19.6848905,-155.0655771,Gunshot,No,2016
20990,50,Male,Race unspecified,Vinton,VA,37.2873509,-79.8894721,Gunshot,No,2016
20991,49,Male,African-American/Black,Culpeper,VA,38.5185616,-78.0701031,Gunshot,No,2016
20992,63,Male,European-American/White,Stockbridge,GA,33.595233,-84.18802,Gunshot,No,2016
20993,15,Male,European-American/White,Orland,CA,39.7474507,-122.2054318,Vehicle,No,2016
20994,25,Male,European-American/White,Wagoner,OK,35.9465885,-95.3836162,Gunshot,No,2016
20995,29,Male,European-American/White,Bradenton,FL,27.4668801,-82.5466055,Gunshot,No,2016
20996,21,Male,Hispanic/Latino,Turlock,CA,37.491722,-120.875485,Gunshot,No,2016
20997,43,Male,Hispanic/Latino,Kansas City,MO,39.0624421,-94.5475239,Gunshot,No,2016
20998,33,Male,European-American/White,Richland Hills,TX,32.8090948,-97.2317218,Vehicle,No,2016
20999,29,Male,African-American/Black,Houston,TX,29.875636,-95.652029,Gunshot,Unknown,2016
21000,52,Male,African-American/Black,Port Arthur,TX,29.9545569,-93.9852563,Gunshot,No,2016
21001,43,Male,African-American/Black,Oklahoma City,OK,35.4784938,-97.5429865,Asphyxiated/Restrained,Drug or alcohol use,2016
21002,34,Male,European-American/White,Birmingham,AL,33.5146936,-86.7877009,Gunshot,No,2016
21003,68,Male,European-American/White,Ishpeming,MI,46.4831176,-87.7004715,Gunshot,Yes,2016
21004,38,Male,European-American/White,York,PA,39.971443,-76.7090442,Gunshot,No,2016
21006,32,Male,Race unspecified,Hattiesburg,MS,31.285223,-89.282946,Gunshot,No,2016
21007,31,Male,African-American/Black,Los Angeles,CA,33.9889963,-118.3333374,Gunshot,No,2016
21008,14,Male,African-American/Black,Detroit,MI,42.336101,-83.2181119,Vehicle,No,2016
21009,29,Male,European-American/White,Statesville,NC,35.96771,-80.9348685,Gunshot,No,2016
21010,32,Male,Hispanic/Latino,Pueblo,CO,38.2949073,-104.6452259,Gunshot,No,2016
21011,50,Male,Hispanic/Latino,Yakima,WA,46.5662189,-120.5970532,Gunshot,No,2016
21012,27,Male,African-American/Black,Tupelo,MS,34.2486601,-88.7353484,Gunshot,No,2016
21013,22,Female,African-American/Black,Orlando,FL,28.634778,-81.402853,Vehicle,No,2016
21014,24,Male,European-American/White,Council Bluffs,IA,41.2466053,-95.8485884,Vehicle,No,2016
21015,31,Male,Hispanic/Latino,Maywood,CA,33.9944236,-118.1932354,Gunshot,Unknown,2016
21016,61,Male,African-American/Black,Glasgow,KY,37.0923024,-85.8189354,Gunshot,Unknown,2016
21017,23,Male,European-American/White,Eagle Mountain,UT,40.3138584,-112.0018138,Gunshot,Yes,2016
21018,29,Male,Middle Eastern,Orlando,FL,28.5194974,-81.3767993,Gunshot,No,2016
21019,38,Male,African-American/Black,Grand Rapids,MI,42.8868422,-85.6127387,Gunshot,No,2016
21020,18,Male,African-American/Black,Mobile,AL,30.706347,-88.09595,Gunshot,No,2016
21021,33,Male,European-American/White,Schenectady,NY,42.8017864,-73.9542946,Gunshot,No,2016
21022,43,Male,European-American/White,Ridgefield,WA,45.7796336,-122.6617013,Gunshot,No,2016
21023,80,Male,Hispanic/Latino,Tiverton,RI,41.6558999,-71.1995925,Gunshot,No,2016
21024,54,Male,African-American/Black,Amarillo,TX,35.1710882,-101.8639905,Gunshot,No,2016
21025,47,Male,European-American/White,Odessa,MO,39.0066671,-93.8885437,Gunshot,No,2016
21026,50,Male,Hispanic/Latino,Boise,ID,43.6481204,-116.2909537,Gunshot,Drug or alcohol use,2016
21027,22,Male,Hispanic/Latino,Chula Vista,CA,32.6610744,-116.9687615,Gunshot,No,2016
21028,25,Male,Race unspecified,Roseburg,OR,43.158822,-123.421969,Gunshot,No,2016
21029,43,Male,European-American/White,Tulsa,OK,36.1762103,-95.931324,Gunshot,No,2016
21030,38,Male,European-American/White,Pembine,WI,45.601279,-87.9941228,Gunshot,Unknown,2016
21031,21,Male,Hispanic/Latino,Albuquerque,NM,35.0770117,-106.722744,Gunshot,No,2016
21032,9,Female,African-American/Black,Baltimore,MD,39.2868134,-76.6426704,Vehicle,No,2016
21033,36,Male,European-American/White,Butte,MT,46.006577,-112.545812,Gunshot,Drug or alcohol use,2016
21034,59,Male,European-American/White,Montpelier,OH,41.5870101,-84.5552534,Gunshot,No,2016
21035,19,Male,European-American/White,Amarillo,TX,35.237011,-101.9132079,Gunshot,No,2016
21036,30,Male,Hispanic/Latino,Arvada,CO,39.8527029,-105.0527299,Gunshot,No,2016
21037,31,Male,European-American/White,Middleburgh,NY,42.6021313,-74.3341563,Vehicle,No,2016
21038,37,Male,African-American/Black,Tupelo,MS,34.2446283,-88.7196651,Gunshot,No,2016
21039,24,Male,Asian/Pacific Islander,Des Moines,IA,41.588187,-93.626778,Vehicle,No,2016
21040,34,Male,European-American/White,Huntsville,AL,34.7364615,-86.6265641,Gunshot,No,2016
21041,17,Male,European-American/White,Carmichael,CA,38.6326463,-121.3326936,Gunshot,No,2016
21042,22,Male,African-American/Black,Palm Bay,FL,28.0322152,-80.7280611,Gunshot,No,2016
21043,25,Male,African-American/Black,Bronx,NY,40.8111657,-73.8932478,Gunshot,No,2016
21044,41,Male,African-American/Black,Syracuse,NY,43.0461136,-76.1622715,Gunshot,No,2016
21045,30,Male,European-American/White,Fort Walton Beach,FL,30.42065,-86.625483,Gunshot,No,2016
21046,23,Male,African-American/Black,Hardeeville,SC,32.2822438,-81.0817842,Gunshot,No,2016
21047,20,Male,European-American/White,Lake Havasu City,AZ,34.4937603,-114.3237553,Gunshot,Unknown,2016
21048,11,Male,Hispanic/Latino,Conroe,TX,30.2150997,-95.2800957,Vehicle,No,2016
21049,18,Male,African-American/Black,Chicago,IL,41.8182874,-87.6263659,Vehicle,No,2016
21050,23,Male,African-American/Black,Memphis,TN,35.0640673,-89.864603,Gunshot,No,2016
21051,50,Male,European-American/White,Casper,WY,42.8501061,-106.3053197,Gunshot,No,2016
21052,19,Male,European-American/White,Peterborough,NH,42.9104263,-71.9251864,Gunshot,No,2016
21053,24,Male,Hispanic/Latino,Lawndale,NC,35.4172688,-81.5901295,Gunshot,Yes,2016
21054,46,Male,African-American/Black,Flint,MI,43.0730333,-83.7103654,Tasered,No,2016
21055,20,Male,African-American/Black,Birmingham,AL,33.5370401,-86.7194674,Gunshot,No,2016
21056,44,Male,African-American/Black,Walls,MS,34.9601303,-90.0966505,Gunshot,No,2016
21057,25,Male,European-American/White,Colorado Springs,CO,38.7941513,-104.7695505,Gunshot,Drug or alcohol use,2016
21058,31,Male,European-American/White,Bellville,TX,29.896476,-96.1876417,Gunshot,No,2016
21059,48,Male,European-American/White,Manzano,NM,34.6467267,-106.3450191,Gunshot,No,2016
21060,37,Male,Hispanic/Latino,Wellington,FL,26.6630095,-80.26468,Gunshot,No,2016
21062,35,Male,African-American/Black,Belleville,IL,38.5479394,-90.007286,Gunshot,Unknown,2016
21063,22,Male,African-American/Black,Atlanta,GA,33.8106182,-84.3712689,Gunshot,No,2016
21064,25,Male,African-American/Black,Wauwatosa,WI,43.102314,-88.033126,Gunshot,No,2016
21065,36,Male,African-American/Black,Paterson,NJ,40.9114951,-74.1636266,Gunshot,No,2016
21066,41,Male,European-American/White,Daytona Beach,FL,29.2222978,-81.0285351,Gunshot,Yes,2016
21067,40,Female,European-American/White,Daytona Beach,FL,29.2222978,-81.0285351,Gunshot,No,2016
21068,29,Male,Hispanic/Latino,Hanover,NM,32.8728772,-108.0642154,Gunshot,No,2016
21069,27,Male,African-American/Black,Warren,OH,41.2315979,-80.8363304,Gunshot,Unknown,2016
21070,42,Female,European-American/White,Katy,TX,29.7052083,-95.8387672,Gunshot,Unknown,2016
21071,50,Male,European-American/White,Farmington,AR,36.0413629,-94.2345567,Gunshot,Unknown,2016
21072,29,Male,European-American/White,Burbank,CA,34.1743307,-118.3498672,Gunshot,No,2016
21073,39,Male,Race unspecified,San Antonio,TX,29.4930732,-98.7097702,Gunshot,Yes,2016
21074,22,Female,European-American/White,Katy,TX,29.7052083,-95.8387672,Gunshot,No,2016
21075,17,Female,European-American/White,Katy,TX,29.7052083,-95.8387672,Gunshot,No,2016
21076,42,Male,Hispanic/Latino,Oklahoma City,OK,35.4932593,-97.5317458,Gunshot,No,2016
21077,19,Male,European-American/White,Fresno,CA,36.7793255,-119.6736591,Gunshot,No,2016
21078,59,Male,European-American/White,Pinellas Park,FL,27.8596663,-82.7182645,Gunshot,Drug or alcohol use,2016
21080,36,Male,Hispanic/Latino,Gainesville,GA,34.2812805,-83.8306012,Gunshot,No,2016
21081,30,Male,African-American/Black,Dolton,IL,41.6224049,-87.5811052,Gunshot,No,2016
21082,22,Male,African-American/Black,Lincoln,NE,40.842892,-96.701212,Gunshot,No,2016
21083,51,Male,European-American/White,Clarklake,MI,42.1473518,-84.3170631,Gunshot,No,2016
21084,27,Male,Hispanic/Latino,Thomaston,CT,41.692838,-73.0836385,Gunshot,No,2016
21085,26,Male,Hispanic/Latino,Riverview,FL,27.887825,-82.3469269,Gunshot,No,2016
21086,63,Male,African-American/Black,Washington,DC,38.9085387,-76.9316885,Gunshot,Unknown,2016
21087,8,Male,African-American/Black,Atlanta,GA,33.7250022,-84.5827615,Vehicle,No,2016
21088,32,Male,European-American/White,Empire,GA,32.3335337,-83.315859,Gunshot,No,2016
21089,26,Male,European-American/White,Laguna Pueblo,NM,34.9828296,-107.1725869,Gunshot,No,2016
21090,25,Male,European-American/White,Frederica,DE,39.0255634,-75.4597979,Gunshot,No,2016
21091,28,Male,European-American/White,Boone,IA,42.0578461,-93.8973423,Gunshot,No,2016
21092,38,Male,European-American/White,St. Paul,MN,44.9701405,-93.0824593,Vehicle,No,2016
21093,30,Male,Hispanic/Latino,Bakersfield,CA,35.3520801,-118.9539963,Vehicle,No,2016
21094,27,Male,Asian/Pacific Islander,Long Beach,CA,33.7862296,-118.1589244,Gunshot,Unknown,2016
21095,61,Male,Asian/Pacific Islander,Honolulu,HI,21.3025705,-157.8424657,Gunshot,Yes,2016
21097,53,Male,European-American/White,Boise,ID,43.6416073,-116.2778494,Gunshot,No,2016
21098,37,Male,African-American/Black,Fort Madison,IA,40.62777,-91.3729191,Gunshot,No,2016
